,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Day,Calendering Year
1194,Amazon,1185732,2021-12-25,Northeast,Maine,Portland,Men's Apparel,54.99999999999999,150,82499.99999999999,20624.999999999996,0.25,Outlet,2021,12,25,Second Half
1195,Amazon,1185732,2021-12-26,Northeast,Maine,Portland,Women's Apparel,60.0,325,195000.0,78000.0,0.4,Outlet,2021,12,26,Second Half
1196,Amazon,1185732,2021-12-27,Northeast,Maine,Portland,Men's Street Footwear,54.99999999999999,450,247499.99999999997,86624.99999999999,0.35,Outlet,2021,12,27,Second Half
1197,Amazon,1185732,2021-12-28,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,250,125000.0,43750.0,0.35,Outlet,2021,12,28,Second Half
1198,Amazon,1185732,2021-12-29,Northeast,Maine,Portland,Women's Street Footwear,45.0,150,67500.0,26999.999999999996,0.39999999999999997,Outlet,2021,12,29,Second Half
1199,Amazon,1185732,2021-12-30,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,125,56250.0,16875.0,0.3,Outlet,2021,12,30,Second Half
1200,Amazon,1185732,2021-12-31,Northeast,Maine,Portland,Men's Apparel,54.99999999999999,125,68749.99999999999,17187.499999999996,0.25,Outlet,2021,12,31,Second Half
1201,Amazon,1185732,2021-09-17,Northeast,Maine,Portland,Women's Apparel,60.0,225,135000.0,54000.0,0.4,Outlet,2021,9,17,Second Half
1202,Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Men's Street Footwear,60.0,400,240000.0,84000.0,0.35,Outlet,2021,10,19,Second Half
1203,Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Men's Athletic Footwear,55.00000000000001,225,123750.00000000001,43312.5,0.35,Outlet,2021,10,19,Second Half
1204,Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Street Footwear,55.00000000000001,125,68750.00000000001,27500.000000000004,0.39999999999999997,Outlet,2021,10,19,Second Half
1205,Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Athletic Footwear,55.00000000000001,100,55000.00000000001,16500.0,0.3,Outlet,2021,10,19,Second Half
1206,Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Men's Apparel,65.0,100,65000.0,16250.0,0.25,Outlet,2021,10,19,Second Half
1207,Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Apparel,70.0,225,157500.0,63000.0,0.4,Outlet,2021,10,19,Second Half
1208,Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Men's Street Footwear,65.0,375,243750.0,85312.5,0.35,Outlet,2021,11,18,Second Half
1209,Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Men's Athletic Footwear,55.00000000000001,200,110000.00000000001,38500.0,0.35,Outlet,2021,11,18,Second Half
1210,Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Street Footwear,55.00000000000001,195,107250.00000000001,42900.0,0.39999999999999997,Outlet,2021,11,18,Second Half
1211,Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Athletic Footwear,55.00000000000001,175,96250.00000000001,28875.000000000004,0.3,Outlet,2021,11,18,Second Half
1212,Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Men's Apparel,65.0,150,97500.0,24375.0,0.25,Outlet,2021,11,18,Second Half
1213,Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Apparel,70.0,250,175000.0,70000.0,0.4,Outlet,2021,11,18,Second Half
1214,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Street Footwear,65.0,475,308750.0,108062.5,0.35,Outlet,2021,12,17,Second Half
1215,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Athletic Footwear,55.00000000000001,275,151250.00000000003,52937.50000000001,0.35,Outlet,2021,12,17,Second Half
1216,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Street Footwear,55.00000000000001,250,137500.00000000003,55000.00000000001,0.39999999999999997,Outlet,2021,12,17,Second Half
1217,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Athletic Footwear,55.00000000000001,200,110000.00000000001,33000.0,0.3,Outlet,2021,12,17,Second Half
1218,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Apparel,65.0,200,130000.0,32500.0,0.25,Outlet,2021,12,17,Second Half
1219,Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Apparel,70.0,300,210000.0,84000.0,0.4,Outlet,2021,12,17,Second Half
1220,West Gear,1128299,2021-01-10,Northeast,Maine,Portland,Men's Street Footwear,35.0,375,131250.0,32812.5,0.25,Outlet,2021,1,10,First Half
1221,West Gear,1128299,2021-01-10,Northeast,Maine,Portland,Men's Athletic Footwear,45.0,375,168750.0,33750.0,0.2,Outlet,2021,1,10,First Half
1222,West Gear,1128299,2021-01-10,Northeast,Maine,Portland,Women's Street Footwear,45.0,375,168750.0,42187.5,0.25,Outlet,2021,1,10,First Half
1223,West Gear,1128299,2021-01-10,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,225,101250.0,25312.5,0.25,Outlet,2021,1,10,First Half
1224,Amazon,1185732,2021-01-24,West,Alaska,Anchorage,Women's Apparel,55.00000000000001,300,165000.00000000003,49500.00000000001,0.3,Outlet,2021,1,24,First Half
1225,Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Street Footwear,55.00000000000001,575,316250.00000000006,110687.50000000003,0.35000000000000003,Outlet,2021,2,22,First Half
1226,Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Athletic Footwear,55.00000000000001,225,123750.00000000001,43312.50000000001,0.35000000000000003,Outlet,2021,2,22,First Half
1227,Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,123750.0,30937.5,0.25,Outlet,2021,2,22,First Half
1228,Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Athletic Footwear,49.99999999999999,175,87499.99999999999,21874.999999999996,0.25,Outlet,2021,2,22,First Half
1229,Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Men's Apparel,65.00000000000001,250,162500.00000000003,40625.00000000001,0.25,Outlet,2021,2,22,First Half
1230,Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Apparel,55.00000000000001,350,192500.00000000003,57750.00000000001,0.3,Outlet,2021,2,22,First Half
1231,Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Street Footwear,55.00000000000001,545,299750.00000000006,104912.50000000003,0.35000000000000003,Outlet,2021,3,20,First Half
1232,Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Athletic Footwear,55.00000000000001,250,137500.00000000003,48125.000000000015,0.35000000000000003,Outlet,2021,3,20,First Half
1233,Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Street Footwear,45.0,275,123750.0,30937.5,0.25,Outlet,2021,3,20,First Half
1234,Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Athletic Footwear,49.99999999999999,125,62499.99999999999,15624.999999999998,0.25,Outlet,2021,3,20,First Half
1235,Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Apparel,65.00000000000001,175,113750.00000000003,28437.500000000007,0.25,Outlet,2021,3,20,First Half
1236,Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Women's Apparel,55.00000000000001,275,151250.00000000003,45375.00000000001,0.3,Outlet,2021,3,20,First Half
1237,Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Street Footwear,55.00000000000001,525,288750.00000000006,101062.50000000003,0.35000000000000003,Outlet,2021,4,21,First Half
1238,Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Athletic Footwear,55.00000000000001,225,123750.00000000001,43312.50000000001,0.35000000000000003,Outlet,2021,4,21,First Half
1239,Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Street Footwear,45.0,225,101250.0,25312.5,0.25,Outlet,2021,4,21,First Half
1240,Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Athletic Footwear,49.99999999999999,150,74999.99999999999,18749.999999999996,0.25,Outlet,2021,4,21,First Half
1241,Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Apparel,60.00000000000001,150,90000.00000000001,22500.000000000004,0.25,Outlet,2021,4,21,First Half
1242,Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Women's Apparel,50.0,300,150000.0,45000.0,0.3,Outlet,2021,4,21,First Half
1243,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Street Footwear,65.0,570,370500.0,129675.00000000001,0.35000000000000003,Outlet,2021,5,20,First Half
1244,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.00000000000001,275,165000.00000000003,57750.000000000015,0.35000000000000003,Outlet,2021,5,20,First Half
1245,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Street Footwear,55.00000000000001,300,165000.00000000003,41250.00000000001,0.25,Outlet,2021,5,20,First Half
1246,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.00000000000001,250,137500.00000000003,34375.00000000001,0.25,Outlet,2021,5,20,First Half
1247,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Men's Apparel,65.0,275,178750.0,44687.5,0.25,Outlet,2021,5,20,First Half
1248,Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Apparel,70.0,400,280000.0,84000.0,0.3,Outlet,2021,5,20,First Half
1249,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Street Footwear,65.0,650,422500.0,147875.0,0.35000000000000003,Outlet,2021,6,22,First Half
1250,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Athletic Footwear,60.00000000000001,400,240000.00000000003,84000.00000000001,0.35000000000000003,Outlet,2021,6,22,First Half
1251,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Street Footwear,55.00000000000001,325,178750.00000000003,44687.50000000001,0.25,Outlet,2021,6,22,First Half
1252,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Athletic Footwear,55.00000000000001,300,165000.00000000003,41250.00000000001,0.25,Outlet,2021,6,22,First Half
1253,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Men's Apparel,65.0,300,195000.0,48750.0,0.25,Outlet,2021,6,22,First Half
1254,Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Apparel,70.0,450,315000.0,94500.0,0.3,Outlet,2021,6,22,First Half
1255,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Street Footwear,65.0,675,438750.0,153562.50000000003,0.35000000000000003,Outlet,2021,7,20,Second Half
1256,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.00000000000001,425,255000.00000000003,89250.00000000001,0.35000000000000003,Outlet,2021,7,20,Second Half
1257,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Street Footwear,55.00000000000001,350,192500.00000000003,48125.00000000001,0.25,Outlet,2021,7,20,Second Half
1258,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.00000000000001,300,165000.00000000003,41250.00000000001,0.25,Outlet,2021,7,20,Second Half
1259,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Men's Apparel,65.0,325,211250.0,52812.5,0.25,Outlet,2021,7,20,Second Half
1260,Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Apparel,70.0,500,350000.0,105000.0,0.3,Outlet,2021,7,20,Second Half
1261,Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Street Footwear,65.0,650,422500.0,147875.0,0.35000000000000003,Outlet,2021,8,21,Second Half
1262,Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Athletic Footwear,60.00000000000001,425,255000.00000000003,89250.00000000001,0.35000000000000003,Outlet,2021,8,21,Second Half
1263,Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Street Footwear,55.00000000000001,350,192500.00000000003,48125.00000000001,0.25,Outlet,2021,8,21,Second Half
1264,Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Athletic Footwear,55.00000000000001,250,137500.00000000003,34375.00000000001,0.25,Outlet,2021,8,21,Second Half
1265,Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Men's Apparel,65.0,225,146250.0,36562.5,0.25,Outlet,2021,8,21,Second Half
1266,Amazon,1185732,2021-08-21,West,Alaska,Anchorage,Women's Apparel,70.0,400,280000.0,84000.0,0.3,Outlet,2021,8,21,Second Half
1267,Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Street Footwear,65.0,525,341250.0,119437.50000000001,0.35000000000000003,Outlet,2021,9,20,Second Half
1268,Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Athletic Footwear,60.00000000000001,325,195000.00000000003,68250.00000000001,0.35000000000000003,Outlet,2021,9,20,Second Half
1269,Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Street Footwear,55.00000000000001,225,123750.00000000001,30937.500000000004,0.25,Outlet,2021,9,20,Second Half
1270,Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Athletic Footwear,55.00000000000001,200,110000.00000000001,27500.000000000004,0.25,Outlet,2021,9,20,Second Half
1271,Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Apparel,65.0,200,130000.0,32500.0,0.25,Outlet,2021,9,20,Second Half
1272,Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Women's Apparel,70.0,300,210000.0,63000.0,0.3,Outlet,2021,9,20,Second Half
1273,Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Street Footwear,70.0,450,315000.0,110250.00000000001,0.35000000000000003,Outlet,2021,10,22,Second Half
1274,Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Athletic Footwear,65.00000000000001,275,178750.00000000003,62562.500000000015,0.35000000000000003,Outlet,2021,10,22,Second Half
1275,Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Street Footwear,65.00000000000001,175,113750.00000000003,28437.500000000007,0.25,Outlet,2021,10,22,Second Half
1276,Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Athletic Footwear,65.00000000000001,150,97500.00000000001,24375.000000000004,0.25,Outlet,2021,10,22,Second Half
1277,Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Apparel,75.00000000000001,150,112500.00000000001,28125.000000000004,0.25,Outlet,2021,10,22,Second Half
1278,Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Apparel,80.0,275,220000.0,66000.0,0.3,Outlet,2021,10,22,Second Half
1279,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Street Footwear,75.00000000000001,425,318750.00000000006,111562.50000000003,0.35000000000000003,Outlet,2021,11,21,Second Half
1280,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Athletic Footwear,65.00000000000001,300,195000.00000000003,68250.00000000001,0.35000000000000003,Outlet,2021,11,21,Second Half
1281,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Street Footwear,65.00000000000001,320,208000.00000000006,52000.000000000015,0.25,Outlet,2021,11,21,Second Half
1282,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Athletic Footwear,65.00000000000001,300,195000.00000000003,48750.00000000001,0.25,Outlet,2021,11,21,Second Half
1283,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Men's Apparel,75.00000000000001,275,206250.00000000003,51562.50000000001,0.25,Outlet,2021,11,21,Second Half
1284,Amazon,1185732,2021-11-21,West,Alaska,Anchorage,Women's Apparel,80.0,375,300000.0,90000.0,0.3,Outlet,2021,11,21,Second Half
1285,Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Street Footwear,75.00000000000001,600,450000.00000000006,157500.00000000003,0.35000000000000003,Outlet,2021,12,20,Second Half
1286,Amazon,1185732,2021-12-20,West,Alaska,Anchorage,Men's Athletic Footwear,65.00000000000001,400,260000.00000000006,91000.00000000003,0.35000000000000003,Outlet,2021,12,20,Second Half
1287,Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Street Footwear,35.0,375,131250.0,32812.5,0.25,Outlet,2021,1,10,First Half
1288,Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375,168750.0,33750.0,0.2,Outlet,2021,1,10,First Half
1289,Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Street Footwear,45.0,375,168750.0,42187.5,0.25,Outlet,2021,1,10,First Half
1290,Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Athletic Footwear,45.0,225,101250.0,25312.5,0.25,Outlet,2021,1,10,First Half
1291,Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Apparel,50.0,175,87500.0,13125.0,0.15,Outlet,2021,1,10,First Half
1292,Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Women's Apparel,45.0,425,191250.0,76500.0,0.4,Outlet,2021,1,10,First Half
1293,Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Street Footwear,35.0,475,166250.0,41562.5,0.25,Outlet,2021,2,10,First Half
1294,Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Athletic Footwear,45.0,375,168750.0,33750.0,0.2,Outlet,2021,2,10,First Half
1295,Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Women's Street Footwear,45.0,375,168750.0,42187.5,0.25,Outlet,2021,2,10,First Half
1296,Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Athletic Footwear,45.0,225,101250.0,25312.5,0.25,Outlet,2021,2,10,First Half
1297,Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Men's Apparel,50.0,150,75000.0,11250.0,0.15,Outlet,2021,2,10,First Half
1298,Foot Locker,1128299,2021-02-10,West,Hawaii,Honolulu,Women's Apparel,45.0,350,157500.0,63000.0,0.4,Outlet,2021,2,10,First Half
1299,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Street Footwear,45.0,500,225000.0,56250.0,0.25,Outlet,2021,3,9,First Half
1300,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Athletic Footwear,54.99999999999999,350,192499.99999999997,38499.99999999999,0.2,Outlet,2021,3,9,First Half
1301,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Street Footwear,59.999999999999986,375,224999.99999999994,56249.999999999985,0.25,Outlet,2021,3,9,First Half
1302,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Athletic Footwear,54.99999999999999,275,151249.99999999997,37812.49999999999,0.25,Outlet,2021,3,9,First Half
1303,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Men's Apparel,60.0,125,75000.0,11250.0,0.15,Outlet,2021,3,9,First Half
1304,Foot Locker,1128299,2021-03-09,West,Hawaii,Honolulu,Women's Apparel,54.99999999999999,325,178749.99999999997,71499.99999999999,0.4,Outlet,2021,3,9,First Half
1305,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Street Footwear,60.0,500,300000.0,75000.0,0.25,Outlet,2021,4,10,First Half
1306,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,300,195000.0,39000.0,0.2,Outlet,2021,4,10,First Half
1307,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Street Footwear,65.0,350,227500.0,56875.0,0.25,Outlet,2021,4,10,First Half
1308,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Athletic Footwear,50.0,250,125000.0,31250.0,0.25,Outlet,2021,4,10,First Half
1309,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Men's Apparel,55.00000000000001,150,82500.00000000001,12375.000000000002,0.15,Outlet,2021,4,10,First Half
1310,Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Apparel,70.0,325,227500.0,91000.0,0.4,Outlet,2021,4,10,First Half
1311,Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Street Footwear,54.99999999999999,525,288749.99999999994,72187.49999999999,0.25,Outlet,2021,5,11,First Half
1312,Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,375,225000.0,45000.0,0.2,Outlet,2021,5,11,First Half
1313,Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Street Footwear,60.0,375,225000.0,56250.0,0.25,Outlet,2021,5,11,First Half
1314,Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Athletic Footwear,54.99999999999999,275,151249.99999999997,37812.49999999999,0.25,Outlet,2021,5,11,First Half
1315,Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Apparel,60.0,175,105000.0,15750.0,0.15,Outlet,2021,5,11,First Half
1316,Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Apparel,75.0,475,356250.0,142500.0,0.4,Outlet,2021,5,11,First Half
1317,Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Street Footwear,70.0,725,507500.0,126875.0,0.25,Outlet,2021,6,10,First Half
1318,Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.0,600,450000.0,90000.0,0.2,Outlet,2021,6,10,First Half
1319,Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Street Footwear,75.0,600,450000.0,112500.0,0.25,Outlet,2021,6,10,First Half
1320,Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Athletic Footwear,75.0,475,356250.0,89062.5,0.25,Outlet,2021,6,10,First Half
1321,Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Apparel,85.00000000000001,350,297500.00000000006,44625.00000000001,0.15,Outlet,2021,6,10,First Half
1322,Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Apparel,100.0,650,650000.0,260000.0,0.4,Outlet,2021,6,10,First Half
1323,Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Street Footwear,80.0,800,640000.0,160000.0,0.25,Outlet,2021,7,9,Second Half
1324,Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85.00000000000001,650,552500.0000000001,110500.00000000003,0.2,Outlet,2021,7,9,Second Half
1325,Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Street Footwear,85.00000000000001,600,510000.00000000006,127500.00000000001,0.25,Outlet,2021,7,9,Second Half
1326,Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Athletic Footwear,80.0,500,400000.0,100000.0,0.25,Outlet,2021,7,9,Second Half
1327,Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Men's Apparel,85.00000000000001,550,467500.00000000006,70125.0,0.15,Outlet,2021,7,9,Second Half
1328,Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Apparel,100.0,550,550000.0,220000.0,0.4,Outlet,2021,7,9,Second Half
1329,Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Street Footwear,85.00000000000001,750,637500.0000000001,159375.00000000003,0.25,Outlet,2021,8,10,Second Half
1330,Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Athletic Footwear,75.00000000000001,725,543750.0000000001,108750.00000000003,0.2,Outlet,2021,8,10,Second Half
1331,Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Street Footwear,70.0,600,420000.0,105000.0,0.25,Outlet,2021,8,10,Second Half
1332,Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Athletic Footwear,70.0,525,367500.0,91875.0,0.25,Outlet,2021,8,10,Second Half
1333,Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Men's Apparel,70.0,525,367500.0,55125.0,0.15,Outlet,2021,8,10,Second Half
1334,Walmart,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Apparel,75.0,350,262500.0,105000.0,0.4,Outlet,2021,8,10,Second Half
1335,Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Street Footwear,65.00000000000001,550,357500.00000000006,89375.00000000001,0.25,Outlet,2021,9,11,Second Half
1336,Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Athletic Footwear,70.00000000000001,550,385000.00000000006,77000.00000000001,0.2,Outlet,2021,9,11,Second Half
1337,Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Street Footwear,65.00000000000001,375,243750.00000000006,60937.500000000015,0.25,Outlet,2021,9,11,Second Half
1338,Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Athletic Footwear,65.00000000000001,325,211250.00000000006,52812.500000000015,0.25,Outlet,2021,9,11,Second Half
1339,Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Men's Apparel,75.00000000000001,350,262500.00000000006,39375.00000000001,0.15,Outlet,2021,9,11,Second Half
1340,Walmart,1128299,2021-09-11,West,Hawaii,Honolulu,Women's Apparel,60.0,375,225000.0,90000.0,0.4,Outlet,2021,9,11,Second Half
1341,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Street Footwear,55.00000000000001,475,261250.00000000003,65312.50000000001,0.25,Outlet,2021,10,10,Second Half
1342,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.00000000000001,475,308750.00000000006,61750.000000000015,0.2,Outlet,2021,10,10,Second Half
1343,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Street Footwear,60.00000000000001,300,180000.00000000003,45000.00000000001,0.25,Outlet,2021,10,10,Second Half
1344,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Athletic Footwear,55.00000000000001,275,151250.00000000003,37812.50000000001,0.25,Outlet,2021,10,10,Second Half
1345,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Apparel,65.0,250,162500.0,24375.0,0.15,Outlet,2021,10,10,Second Half
1346,Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Women's Apparel,70.0,300,210000.0,84000.0,0.4,Outlet,2021,10,10,Second Half
1347,Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Street Footwear,55.00000000000001,525,288750.00000000006,72187.50000000001,0.25,Outlet,2021,11,10,Second Half
1348,Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Athletic Footwear,60.00000000000001,600,360000.00000000006,72000.00000000001,0.2,Outlet,2021,11,10,Second Half
1349,Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Street Footwear,55.00000000000001,425,233750.00000000003,58437.50000000001,0.25,Outlet,2021,11,10,Second Half
1350,Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Athletic Footwear,65.00000000000001,400,260000.00000000006,65000.000000000015,0.25,Outlet,2021,11,10,Second Half
1351,Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Apparel,85.00000000000001,375,318750.00000000006,47812.50000000001,0.15,Outlet,2021,11,10,Second Half
1352,Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,90.00000000000001,500,450000.00000000006,180000.00000000003,0.4,Outlet,2021,11,10,Second Half
1353,Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Street Footwear,75.00000000000001,700,525000.0000000001,131250.00000000003,0.25,Outlet,2021,12,9,Second Half
1354,Walmart,1128299,2021-12-09,West,Hawaii,Honolulu,Men's Athletic Footwear,85.00000000000001,700,595000.0000000001,119000.00000000003,0.2,Outlet,2021,12,9,Second Half
1355,Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Street Footwear,80.00000000000001,500,400000.00000000006,100000.00000000001,0.25,Outlet,2021,12,9,Second Half
